date,time,latitude,longitude,elevation,heart_rate,cadence
2018-6-6,15:10:52,50.90354581363499164581298828125,4.70644441433250904083251953125,36.40000152587890625,115,46
2018-6-6,15:10:55,50.90352251194417476654052734375,4.7064113058149814605712890625,36.59999847412109375,111,46
2018-6-6,15:11:5,50.903405584394931793212890625,4.706348441541194915771484375,36.40000152587890625,113,0
2018-6-6,15:11:8,50.90335370041429996490478515625,4.706346429884433746337890625,36.40000152587890625,114,47
2018-6-6,15:11:20,50.90319762937724590301513671875,4.7063700668513774871826171875,36.40000152587890625,115,51
2018-6-6,15:11:21,50.90318262577056884765625,4.70634274184703826904296875,36.40000152587890625,119,73
2018-6-6,15:11:24,50.9031301550567150115966796875,4.70625733025372028350830078125,36,122,74
2018-6-6,15:11:27,50.9030661173164844512939453125,4.70617242157459259033203125,36,125,74
2018-6-6,15:11:30,50.90298992581665515899658203125,4.70611651428043842315673828125,35.799999237060546875,127,73
2018-6-6,15:11:37,50.90282480232417583465576171875,4.70608416013419628143310546875,35.200000762939453125,126,72
2018-6-6,15:11:41,50.90276009403169155120849609375,4.7060867585241794586181640625,35,124,59
2018-6-6,15:11:55,50.90257954783737659454345703125,4.7061360441148281097412109375,35.200000762939453125,124,51
2018-6-6,15:11:56,50.902564711868762969970703125,4.70614132471382617950439453125,35,121,51
2018-6-6,15:12:2,50.9024891071021556854248046875,4.70616730861365795135498046875,35.200000762939453125,118,51
2018-6-6,15:12:9,50.90239849872887134552001953125,4.70619094558060169219970703125,35.200000762939453125,115,51
2018-6-6,15:12:19,50.902273692190647125244140625,4.7062294185161590576171875,35.200000762939453125,114,51
2018-6-6,15:12:34,50.90208367444574832916259765625,4.70623587258160114288330078125,35.40000152587890625,112,50
2018-6-6,15:12:39,50.90202500112354755401611328125,4.70623503439128398895263671875,35.59999847412109375,113,52
2018-6-6,15:12:51,50.901888795197010040283203125,4.706260263919830322265625,35.799999237060546875,113,50
2018-6-6,15:12:52,50.90188519097864627838134765625,4.70625917427241802215576171875,35.799999237060546875,113,0
2018-6-6,15:12:53,50.90188301168382167816162109375,4.70626118592917919158935546875,36.40000152587890625,116,48
2018-6-6,15:12:59,50.9018591232597827911376953125,4.7064042650163173675537109375,36,118,71
2018-6-6,15:13:1,50.9018540941178798675537109375,4.70646788366138935089111328125,36.200000762939453125,121,72
2018-6-6,15:13:5,50.9017669223248958587646484375,4.70648825168609619140625,35.799999237060546875,124,72
2018-6-6,15:13:7,50.90170682407915592193603515625,4.706481210887432098388671875,36,127,73
2018-6-6,15:13:10,50.90162216685712337493896484375,4.70649152062833309173583984375,36,131,73
2018-6-6,15:13:14,50.90150616131722927093505859375,4.70653946511447429656982421875,36,132,73
2018-6-6,15:13:16,50.901453606784343719482421875,4.7065413929522037506103515625,36,135,76
2018-6-6,15:13:20,50.901323854923248291015625,4.70649085007607936859130859375,36,138,75
2018-6-6,15:13:23,50.9012086875736713409423828125,4.70648045651614665985107421875,35.799999237060546875,141,75
2018-6-6,15:13:26,50.9010953642427921295166015625,4.706461094319820404052734375,35.799999237060546875,144,75
2018-6-6,15:13:30,50.9009381197392940521240234375,4.706461764872074127197265625,36,147,75
2018-6-6,15:13:34,50.9007902629673480987548828125,4.70647945068776607513427734375,35.799999237060546875,149,75
2018-6-6,15:13:39,50.9006009995937347412109375,4.706478528678417205810546875,36,147,74
2018-6-6,15:13:45,50.90040058828890323638916015625,4.7064512036740779876708984375,36,149,74
2018-6-6,15:13:51,50.9002162702381610870361328125,4.70643737353384494781494140625,36.200000762939453125,152,74
2018-6-6,15:13:54,50.90012063272297382354736328125,4.7064555622637271881103515625,36,155,74
2018-6-6,15:13:57,50.90000764466822147369384765625,4.70646612346172332763671875,35.799999237060546875,157,74
2018-6-6,15:14:3,50.89980396442115306854248046875,4.7064753435552120208740234375,36,160,74
2018-6-6,15:14:8,50.8996157906949520111083984375,4.70647257752716541290283203125,35.799999237060546875,162,75
2018-6-6,15:14:13,50.899414457380771636962890625,4.706451036036014556884765625,36.200000762939453125,164,76
2018-6-6,15:14:19,50.89919527061283588409423828125,4.7064391337335109710693359375,36.200000762939453125,165,76
2018-6-6,15:14:24,50.89901455678045749664306640625,4.7064364515244960784912109375,35.799999237060546875,165,76
2018-6-6,15:14:30,50.898799896240234375,4.7064579091966152191162109375,35.799999237060546875,167,75
2018-6-6,15:14:35,50.898617841303348541259765625,4.706476517021656036376953125,35.799999237060546875,168,75
2018-6-6,15:14:40,50.89843436144292354583740234375,4.706483222544193267822265625,36,168,75
2018-6-6,15:14:45,50.898250043392181396484375,4.70649504102766513824462890625,36.200000762939453125,168,75
2018-6-6,15:14:51,50.89802985079586505889892578125,4.70646888948976993560791015625,36.40000152587890625,169,75
2018-6-6,15:14:56,50.8978485502302646636962890625,4.7064351104199886322021484375,36.200000762939453125,169,75
2018-6-6,15:15:1,50.897664986550807952880859375,4.70643527805805206298828125,36.40000152587890625,170,76
2018-6-6,15:15:6,50.89747488498687744140625,4.70643904991447925567626953125,36.40000152587890625,170,76
2018-6-6,15:15:11,50.89727765880525112152099609375,4.7064314223825931549072265625,36.59999847412109375,171,76
2018-6-6,15:15:17,50.8970841206610202789306640625,4.7064156644046306610107421875,36.59999847412109375,171,76
2018-6-6,15:15:23,50.896874405443668365478515625,4.7064118087291717529296875,36.200000762939453125,172,76
2018-6-6,15:15:28,50.8966841362416744232177734375,4.7064091265201568603515625,36.59999847412109375,172,76
2018-6-6,15:15:33,50.89648992754518985748291015625,4.706392027437686920166015625,36.200000762939453125,173,76
2018-6-6,15:15:38,50.896302424371242523193359375,4.706393368542194366455078125,36.200000762939453125,172,76
