date,time,latitude,longitude,elevation,heart_rate
2018-8-17,3:53:35,37.8049100,-122.4256240,33.4,123
2018-8-17,3:53:40,37.8047980,-122.4255830,33.4,126
2018-8-17,3:53:48,37.8046100,-122.4255310,32.6,128
2018-8-17,3:53:49,37.8045870,-122.4255270,32.4,128
2018-8-17,3:53:57,37.8044100,-122.4254830,32.0,130
2018-8-17,3:54:6,37.8042300,-122.4253800,31.6,131
2018-8-17,3:54:7,37.8042220,-122.4253570,31.6,131
2018-8-17,3:54:8,37.8042210,-122.4253270,31.4,132
2018-8-17,3:54:16,37.8042550,-122.4250810,32.2,133
2018-8-17,3:54:24,37.8042710,-122.4248470,31.6,135
2018-8-17,3:54:33,37.8043080,-122.4246180,31.8,135
2018-8-17,3:54:42,37.8043330,-122.4243830,31.6,136
2018-8-17,3:54:50,37.8043860,-122.4241360,32.0,138
2018-8-17,3:54:57,37.8044160,-122.4239390,32.4,141
2018-8-17,3:54:58,37.8044200,-122.4239120,32.4,141
2018-8-17,3:55:9,37.8044420,-122.4236860,32.6,142
2018-8-17,3:55:10,37.8044430,-122.4236790,32.6,141
2018-8-17,3:55:12,37.8044400,-122.4236660,32.4,140
